Weighted F1: 0.1265
Average Location Accuracy: 0.0405
Average Location-Category Joint Accuracy: 0.0085

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6458          0.0000 86        
security                              nan             nan 86        
instruction_adherence              0.4735          0.0000 86        
plan_optimization                  0.5509          0.0000 86        
overall                            0.6453          0.0000 86        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.2500     0.0476     0.0800     42        
Tool-related                             0.3750     0.0811     0.1333     37        
Poor Information Retrieval               0.5000     0.0455     0.0833     22        
Tool Output Misinterpretation            0.4000     0.1176     0.1818     17        
Incorrect Problem Identification         0.5000     0.1000     0.1667     20        
Tool Selection Errors                    0.4400     0.5500     0.4889     40        
Formatting Errors                        0.4444     0.0769     0.1311     52        
Instruction Non-compliance               0.6250     0.0909     0.1587     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.2500     0.2500     0.2500     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.3077     0.1333     0.1860     30        
Goal Deviation                           0.0000     0.0000     0.0000     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
