Weighted F1: 0.2127
Average Location Accuracy: 0.1132
Average Location-Category Joint Accuracy: 0.0411

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.4196          0.0001 85        
security                              nan             nan 85        
instruction_adherence              0.1240          0.2583 85        
plan_optimization                  0.3325          0.0019 85        
overall                            0.3158          0.0032 85        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.6000     0.0714     0.1277     42        
Tool-related                             0.3684     0.5676     0.4468     37        
Poor Information Retrieval               0.0000     0.0000     0.0000     22        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     17        
Incorrect Problem Identification         0.0976     0.2000     0.1311     20        
Tool Selection Errors                    0.3095     0.3250     0.3171     40        
Formatting Errors                        0.3478     0.1538     0.2133     52        
Instruction Non-compliance               0.5179     0.5273     0.5225     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1667     0.2500     0.2000     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.0690     0.0667     0.0678     30        
Goal Deviation                           0.7500     0.1791     0.2892     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
