Weighted F1: 0.0310
Average Location Accuracy: 0.0120
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                       -0.4108          0.3599 7         
security                              nan             nan 7         
instruction_adherence              0.1604          0.7311 7         
plan_optimization                  0.0000          1.0000 7         
overall                           -0.2673          0.5623 7         

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.6667     0.0476     0.0889     42        
Tool-related                             0.0000     0.0000     0.0000     37        
Poor Information Retrieval               0.0000     0.0000     0.0000     22        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.4000     0.0500     0.0889     40        
Formatting Errors                        0.6000     0.0577     0.1053     52        
Instruction Non-compliance               0.0000     0.0000     0.0000     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.0000     0.0000     0.0000     30        
Goal Deviation                           1.0000     0.0149     0.0294     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
