Weighted F1: 0.1873
Average Location Accuracy: 0.2859
Average Location-Category Joint Accuracy: 0.0315

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.4604          0.0000 89        
security                              nan             nan 89        
instruction_adherence              0.1251          0.2429 89        
plan_optimization                  0.3906          0.0002 89        
overall                            0.3947          0.0001 89        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     42        
Tool-related                             0.0000     0.0000     0.0000     37        
Poor Information Retrieval               0.3824     0.5909     0.4643     22        
Tool Output Misinterpretation            0.0714     0.1176     0.0889     17        
Incorrect Problem Identification         0.1429     0.3500     0.2029     20        
Tool Selection Errors                    0.2241     0.3250     0.2653     40        
Formatting Errors                        0.4074     0.2115     0.2785     52        
Instruction Non-compliance               0.3611     0.4727     0.4094     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    1.0000     0.3333     0.5000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.5000     0.5000     0.5000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.0000     0.0000     0.0000     30        
Goal Deviation                           0.4737     0.1343     0.2093     67        
Task Orchestration                       0.2632     0.1282     0.1724     39        
