Weighted F1: 0.1049
Average Location Accuracy: 0.1172
Average Location-Category Joint Accuracy: 0.0031

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.5147          0.0036 30        
security                              nan             nan 30        
instruction_adherence              0.3642          0.0479 30        
plan_optimization                  0.5885          0.0006 30        
overall                            0.6623          0.0001 30        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.0000     0.0000     0.0000     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0417     1.0000     0.0800     1         
Incorrect Problem Identification         0.5000     0.1111     0.1818     9         
Formatting Errors                        0.8000     0.1111     0.1951     36        
Instruction Non-compliance               1.0000     0.0882     0.1622     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           1.0000     0.1176     0.2105     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
