Weighted F1: 0.2241
Average Location Accuracy: 0.2759
Average Location-Category Joint Accuracy: 0.0420

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3399          0.0002 112       
security                              nan             nan 112       
instruction_adherence              0.1100          0.2481 112       
plan_optimization                  0.2668          0.0045 112       
overall                            0.2916          0.0018 112       

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     42        
Tool-related                             0.0000     0.0000     0.0000     37        
Poor Information Retrieval               0.4091     0.4091     0.4091     22        
Tool Output Misinterpretation            0.1146     0.6471     0.1947     17        
Incorrect Problem Identification         0.1042     0.5000     0.1724     20        
Tool Selection Errors                    0.2911     0.5750     0.3866     40        
Formatting Errors                        0.4000     0.1154     0.1791     52        
Instruction Non-compliance               0.4615     0.2182     0.2963     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.5000     0.1667     0.2500     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0833     0.2500     0.1250     4         
Resource Exhaustion                      0.2500     0.5000     0.3333     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.2750     0.4074     0.3284     27        
Resource Abuse                           0.2500     0.0333     0.0588     30        
Goal Deviation                           0.5538     0.5373     0.5455     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
