Weighted F1: 0.1329
Average Location Accuracy: 0.2648
Average Location-Category Joint Accuracy: 0.0088

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.2811          0.1323 30        
security                              nan             nan 30        
instruction_adherence              0.2507          0.1815 30        
plan_optimization                  0.2617          0.1624 30        
overall                            0.3564          0.0532 30        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.2500     0.1818     0.2105     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0500     1.0000     0.0952     1         
Incorrect Problem Identification         0.1429     0.1111     0.1250     9         
Formatting Errors                        0.7273     0.2222     0.3404     36        
Instruction Non-compliance               0.6667     0.1176     0.2000     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.0000     0.0000     0.0000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
