Weighted F1: 0.1475
Average Location Accuracy: 0.1261
Average Location-Category Joint Accuracy: 0.0269

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.1538          0.0994 116       
security                              nan             nan 116       
instruction_adherence              0.0781          0.4046 116       
plan_optimization                  0.3175          0.0005 116       
overall                            0.1737          0.0622 116       

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.6000     0.1429     0.2308     42        
Tool-related                             0.4667     0.1892     0.2692     37        
Poor Information Retrieval               0.4615     0.2727     0.3429     22        
Tool Output Misinterpretation            0.1136     0.2941     0.1639     17        
Incorrect Problem Identification         0.2000     0.0500     0.0800     20        
Tool Selection Errors                    0.6667     0.0500     0.0930     40        
Formatting Errors                        0.5000     0.0192     0.0370     52        
Instruction Non-compliance               0.5333     0.1455     0.2286     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.2500     0.2500     0.2500     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.5000     0.0741     0.1290     27        
Resource Abuse                           0.5000     0.2000     0.2857     30        
Goal Deviation                           0.6667     0.0597     0.1096     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
