Weighted F1: 0.1587
Average Location Accuracy: 0.2719
Average Location-Category Joint Accuracy: 0.0381

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3782          0.0000 114       
security                              nan             nan 114       
instruction_adherence              0.1292          0.1706 114       
plan_optimization                  0.3569          0.0001 114       
overall                            0.3321          0.0003 114       

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.2778     0.1190     0.1667     42        
Tool-related                             0.5000     0.1081     0.1778     37        
Poor Information Retrieval               0.5714     0.3636     0.4444     22        
Tool Output Misinterpretation            0.1944     0.4118     0.2642     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.4348     0.2500     0.3175     40        
Formatting Errors                        0.1429     0.0192     0.0339     52        
Instruction Non-compliance               0.6667     0.2545     0.3684     55        
Tool Definition Issues                   1.0000     0.3333     0.5000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.5000     0.1667     0.2500     6         
Service Errors                           1.0000     0.5000     0.6667     2         
Resource Not Found                       0.2727     0.7500     0.4000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.5000     0.0370     0.0690     27        
Resource Abuse                           0.5000     0.0333     0.0625     30        
Goal Deviation                           0.0000     0.0000     0.0000     67        
Task Orchestration                       1.0000     0.0256     0.0500     39        
