Weighted F1: 0.3693
Average Location Accuracy: 0.2813
Average Location-Category Joint Accuracy: 0.1071

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3207          0.0053 74        
security                              nan             nan 74        
instruction_adherence             -0.0302          0.7984 74        
plan_optimization                  0.0819          0.4880 74        
overall                            0.1619          0.1682 74        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4035     0.5476     0.4646     42        
Tool-related                             0.3478     0.6486     0.4528     37        
Poor Information Retrieval               0.0800     0.0909     0.0851     22        
Tool Output Misinterpretation            0.0526     0.1176     0.0727     17        
Incorrect Problem Identification         0.1129     0.3500     0.1707     20        
Tool Selection Errors                    0.4211     0.6000     0.4948     40        
Formatting Errors                        0.2093     0.1731     0.1895     52        
Instruction Non-compliance               0.5686     0.5273     0.5472     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1429     0.2500     0.1818     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.1250     0.2593     0.1687     27        
Resource Abuse                           0.0946     0.2333     0.1346     30        
Goal Deviation                           0.6719     0.6418     0.6565     67        
Task Orchestration                       0.4167     0.5128     0.4598     39        
