Weighted F1: 0.2099
Average Location Accuracy: 0.1067
Average Location-Category Joint Accuracy: 0.0067

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.2652          0.0130 87        
security                              nan             nan 87        
instruction_adherence              0.1343          0.2148 87        
plan_optimization                 -0.0651          0.5492 87        
overall                            0.1262          0.2441 87        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4444     0.3810     0.4103     42        
Tool-related                             0.1538     0.0541     0.0800     37        
Poor Information Retrieval               0.1667     0.0909     0.1176     22        
Tool Output Misinterpretation            0.0370     0.0588     0.0455     17        
Incorrect Problem Identification         0.0896     0.3000     0.1379     20        
Tool Selection Errors                    0.3026     0.5750     0.3966     40        
Formatting Errors                        0.4118     0.1346     0.2029     52        
Instruction Non-compliance               0.6000     0.1091     0.1846     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.0909     0.0333     0.0488     30        
Goal Deviation                           0.6522     0.4478     0.5310     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
